	10	12425
	20	2038
	30	2571
	40	1851
	50	1525
	60	1224
	70	997
	80	1035
	90	820
	100	774
	110	647
	120	581
	130	548
	140	348
	150	380
	160	425
	170	429
	180	406
	190	326
	200	307
	210	379
	220	311
	230	276
	240	309
	250	294
	260	244
	270	287
	280	282
	290	219
	300	251
	310	195
	320	149
	330	273
	340	236
	350	221
	360	212
	370	212
	380	166
	390	204
	400	144
	410	125
	420	197
	430	170
	440	184
	450	91
	460	135
	470	163
	480	156
	490	220
	500	165
	510	121
	520	153
	530	128
	540	142
	550	153
	560	140
	570	150
	580	138
	590	135
	600	142
	610	129
	620	141
	630	132
	640	118
	650	119
	660	113
	670	122
	680	70
	690	100
	700	113
	710	116
	720	97
	730	104
	740	93
	750	95
	760	108
	770	91
	780	108
	790	102
	800	103
	810	65
	820	101
	830	91
	840	81
	850	87
	860	63
	870	81
	880	80
	890	91
	900	74
	910	97
	920	77
	930	72
	940	91
	950	80
	960	73
	970	83
	980	88
	990	72
	1000	57
	1010	80
	1020	70
	1030	62
	1040	80
	1050	62
	1060	68
	1070	71
	1080	66
	1090	77
	1100	78
	1110	61
	1120	84
	1130	72
	1140	71
	1150	70
	1160	64
	1170	55
	1180	64
	1190	67
	1200	56
	1210	65
	1220	48
	1230	61
	1240	76
	1250	59
	1260	61
	1270	59
	1280	57
	1290	60
	1300	56
	1310	63
	1320	56
	1330	63
	1340	65
	1350	57
	1360	56
	1370	52
	1380	60
	1390	66
	1400	54
	1410	53
	1420	56
	1430	51
	1440	53
	1450	51
	1460	46
	1470	51
	1480	44
	1490	55
	1500	55
	1510	44
	1520	55
	1530	56
	1540	59
	1550	55
	1560	59
	1570	40
	1580	49
	1590	54
	1600	47
	1610	54
	1620	55
	1630	59
	1640	37
	1650	55
	1660	53
	1670	50
	1680	60
	1690	45
	1700	38
	1710	54
	1720	51
	1730	40
	1740	48
	1750	44
	1760	53
	1770	48
	1780	40
	1790	51
	1800	51
	1810	47
	1820	51
	1830	54
	1840	42
	1850	42
	1860	44
	1870	47
	1880	37
	1890	43
	1900	40
	1910	40
	1920	40
	1930	40
	1940	44
	1950	41
	1960	45
	1970	43
	1980	47
	1990	45
	2000	41
	2010	45
	2020	39
	2030	42
	2040	41
	2050	39
	2060	35
	2070	43
	2080	39
	2090	240
	2100	44
	2110	41
	2120	47
	2130	39
	2140	37
	2150	37
	2160	39
	2170	39
	2180	38
	2190	37
	2200	36
	2210	37
	2220	38
	2230	39
	2240	34
	2250	35
	2260	35
	2270	29
	2280	32
	2290	34
	2300	39
	2310	37
	2320	35
	2330	36
	2340	35
	2350	36
	2360	38
	2370	35
	2380	35
	2390	35
	2400	33
	2410	32
	2420	34
	2430	35
	2440	34
	2450	38
	2460	34
	2470	33
	2480	34
	2490	34
	2500	34
	2510	32
	2520	37
	2530	30
	2540	33
	2550	33
	2560	32
	2570	32
	2580	30
	2590	38
	2600	33
	2610	35
	2620	27
	2630	37
	2640	29
	2650	34
	2660	35
	2670	33
	2680	38
	2690	34
	2700	39
	2710	37
	2720	32
	2730	34
	2740	36
	2750	34
	2760	30
	2770	32
	2780	32
	2790	35
	2800	36
	2810	33
	2820	33
	2830	27
	2840	26
	2850	37
	2860	35
	2870	38
	2880	27
	2890	29
	2900	31
	2910	33
	2920	33
	2930	36
	2940	27
	2950	32
	2960	32
	2970	30
	2980	27
	2990	26
	3000	32
	3010	34
	3020	28
	3030	29
	3040	30
	3050	29
	3060	28
	3070	29
	3080	29
	3090	33
	3100	27
	3110	29
	3120	29
	3130	26
	3140	29
	3150	30
	3160	27
	3170	29
	3180	28
	3190	33
	3200	33
	3210	29
	3220	27
	3230	33
	3240	32
	3250	31
	3260	27
	3270	25
	3280	26
	3290	30
	3300	35
	3310	27
	3320	29
	3330	30
	3340	24
	3350	27
	3360	29
	3370	26
	3380	30
	3390	30
	3400	32
	3410	29
	3420	26
	3430	28
	3440	29
	3450	31
	3460	26
	3470	24
	3480	29
	3490	29
	3500	29
	3510	26
	3520	32
	3530	30
	3540	28
	3550	30
	3560	28
	3570	25
	3580	29
	3590	27
	3600	21
	3610	25
	3620	33
	3630	27
	3640	25
	3650	26
	3660	26
	3670	24
	3680	28
	3690	28
	3700	34
	3710	24
	3720	25
	3730	28
	3740	31
	3750	29
	3760	29
	3770	25
	3780	27
	3790	23
	3800	27
	3810	26
	3820	25
	3830	24
	3840	24
	3850	24
	3860	26
	3870	26
	3880	25
	3890	28
	3900	24
	3910	24
	3920	22
	3930	27
	3940	29
	3950	25
	3960	26
	3970	24
	3980	24
	3990	25
	4000	22
	4010	26
	4020	24
	4030	24
	4040	23
	4050	24
	4060	24
	4070	26
	4080	26
	4090	23
	4100	23
	4110	25
	4120	26
	4130	25
	4140	23
	4150	24
	4160	24
	4170	24
	4180	21
	4190	26
	4200	23
	4210	23
	4220	22
	4230	30
	4240	21
	4250	22
	4260	24
	4270	23
	4280	26
	4290	23
	4300	23
	4310	21
	4320	23
	4330	24
	4340	22
	4350	27
	4360	23
	4370	22
	4380	23
	4390	24
	4400	25
	4410	25
	4420	25
	4430	23
	4440	27
	4450	23
	4460	22
	4470	25
	4480	22
	4490	22
	4500	25
	4510	23
	4520	22
	4530	26
	4540	26
	4550	22
	4560	27
	4570	22
	4580	23
	4590	23
	4600	22
	4610	22
	4620	22
	4630	22
	4640	23
	4650	23
	4660	28
	4670	21
	4680	20
	4690	25
	4700	22
	4710	24
	4720	22
	4730	21
	4740	24
	4750	23
	4760	25
	4770	20
	4780	27
	4790	24
	4800	22
	4810	22
	4820	22
	4830	19
	4840	23
	4850	23
	4860	24
	4870	20
	4880	25
	4890	24
	4900	23
	4910	22
	4920	26
	4930	24
	4940	18
	4950	19
	4960	24
	4970	22
	4980	21
	4990	24
