	1	805	732	809	
	2		2594	1276	
	3		3435	5655	
	4		4929	10001	
	5		6112	9948	
	6		7399	16457	
	7		8309	28358	
	8		8270	34657	
	9		8590	30158	
	10		7200	31854	
	11		9105	35614	
	12		10670	88885	
	13		13301	100915	
	14		11499	38281	
	15		10687	3796	
	16		12926	26048	
	17		14122	8224	
	18		13004	12815	
	19		12592	63449	
	20		13718	56327	
	21		15482	54079	
	22		15071	6526	
	23		15365	7800	
	24		14986	5359	
	25		17299	38138	
