	2550	6102
	2560	6039
	2570	6382
	2580	6478
	2590	6387
	2600	6095
	2610	6161
	2620	6184
	2630	6153
	2640	6220
	2650	6194
	2660	6316
	2670	6250
	2680	6262
	2690	6341
	2700	6330
	2710	6362
	2720	6369
	2730	6471
	2740	6417
	2750	6447
	2760	6535
	2770	6524
	2780	6525
	2790	6635
	2800	6755
	2810	6751
	2820	6628
	2830	6660
	2840	6667
	2850	6742
	2860	6746
	2870	6944
	2880	6777
	2890	6798
	2900	6918
	2910	6851
	2920	6874
	2930	6921
	2940	6925
	2950	7039
	2960	6975
	2970	7049
	2980	7077
	2990	7087
	3000	7092
	3010	7155
	3020	7474
	3030	7157
	3040	7685
	3050	7342
	3060	7219
	3070	7259
	3080	7225
	3090	6935
	3100	6943
	3110	6790
	3120	8760
	3130	6832
	3140	6901
	3150	7447
	3160	7749
	3170	7830
	3180	7671
	3190	7798
	3200	7880
	3210	7978
	3220	7673
	3230	7651
	3240	7929
	3250	7952
	3260	7743
	3270	7766
	3280	7804
	3290	8110
	3300	7862
	3310	7887
	3320	8069
	3330	7960
	3340	8176
	3350	7949
	3360	8240
	3370	8006
	3380	8013
	3390	7533
	3400	7994
	3410	8218
	3420	7545
	3430	7590
	3440	7614
	3450	8241
	3460	8294
	3470	8417
	3480	8457
	3490	8439
	3500	8560
	3510	8504
	3520	8394
	3530	8731
	3540	8715
	3550	8554
	3560	8962
	3570	8890
	3580	9038
	3590	8986
	3600	9052
	3610	8103
	3620	8271
	3630	8042
	3640	8017
	3650	8026
	3660	7913
	3670	7496
	3680	7555
	3690	7767
	3700	7829
	3710	7676
	3720	7321
	3730	7326
	3740	8995
	3750	7216
	3760	8973
	3770	9251
	3780	9376
	3790	9057
	3800	9215
	3810	9220
	3820	9373
	3830	9254
	3840	9295
	3850	9607
	3860	9587
	3870	9384
	3880	9285
	3890	9422
	3900	9487
	3910	9375
	3920	9383
	3930	9421
	3940	9412
	3950	9311
	3960	9153
	3970	9192
	3980	9076
	3990	8530
	4000	8441
	4010	8315
	4020	8499
	4030	8393
	4040	8070
	4050	7902
	4060	7833
	4070	7848
	4080	7859
	4090	7518
	4100	7656
	4110	10118
	4120	7716
	4130	8632
	4140	9833
	4150	9837
	4160	10057
	4170	9318
	4180	8813
	4190	9089
	4200	9464
	4210	8966
	4220	8695
	4230	8860
	4240	8531
	4250	8980
	4260	8415
	4270	8193
	4280	8387
	4290	8046
	4300	8227
	4310	7671
	4320	7764
	4330	7792
	4340	8122
	4350	7588
	4360	7324
	4370	7231
	4380	11342
	4390	8384
	4400	11310
	4410	11045
	4420	11239
	4430	11255
	4440	11583
	4450	11526
	4460	11859
	4470	12230
	4480	11774
	4490	11631
	4500	11945
	4510	11640
	4520	11371
	4530	11318
	4540	11375
	4550	12403
	4560	12288
	4570	11297
	4580	11588
	4590	11554
	4600	11540
	4610	11068
	4620	11006
	4630	10982
	4640	11837
	4650	11855
	4660	11883
	4670	11594
	4680	12541
	4690	12391
	4700	11665
	4710	11775
	4720	11992
	4730	12185
	4740	12039
	4750	12473
	4760	11851
	4770	11972
	4780	11794
	4790	10995
	4800	11830
	4810	11224
	4820	16088
	4830	12163
	4840	12335
	4850	12827
	4860	12566
	4870	11335
	4880	12986
	4890	11924
	4900	12524
	4910	12801
	4920	11687
	4930	12435
	4940	12027
	4950	12680
	4960	13099
	4970	12492
	4980	12315
	4990	11981
